#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-2328CEF5A7AD09C7-8B8D67FE2AFEB18
#datatype	hitsFull Results
#status	0
#Start time	2017-02-26T14:10:53	Run time	0:00:06:21
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily	Definition
Q#1799 - >15749[]	multi-dom	224048	1	219	6.27535e-43	150.419	COG1123	GsiA	N	 - 	ABC-type glutathione transport system ATPase component, contains duplicated ATPase domain [Posttranslational modification, protein turnover, chaperones]; ATPase components of various ABC-type transport systems, contain duplicated ATPase [General function prediction only].
Q#1799 - >15749[]	multi-dom	226643	18	196	1.13257e-41	144.445	COG4175	ProV	C	 - 	ABC-type proline/glycine betaine transport system, ATPase component [Amino acid transport and metabolism]; ABC-type proline/glycine betaine transport system, ATPase component [Amino acid transport and metabolism].
Q#1799 - >15749[]	multi-dom	224048	1	217	1.23491e-41	146.952	COG1123	GsiA	C	 - 	ABC-type glutathione transport system ATPase component, contains duplicated ATPase domain [Posttranslational modification, protein turnover, chaperones]; ATPase components of various ABC-type transport systems, contain duplicated ATPase [General function prediction only].
Q#1799 - >15749[]	multi-dom	226905	1	196	6.96015e-41	139.121	COG4525	TauB	C	 - 	ABC-type taurine transport system, ATPase component [Inorganic ion transport and metabolism]; ABC-type taurine transport system, ATPase component [Inorganic ion transport and metabolism].
Q#1799 - >15749[]	multi-dom	224042	2	217	3.82345e-39	134.205	COG1117	PstB	 - 	 - 	ABC-type phosphate transport system, ATPase component [Inorganic ion transport and metabolism]; ABC-type phosphate transport system, ATPase component [Inorganic ion transport and metabolism].
Q#1799 - >15749[]	multi-dom	225183	2	222	3.87088e-39	141.597	COG2274	SunT	N	 - 	ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain  [Defense mechanisms]; ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain [Defense mechanisms].
Q#1799 - >15749[]	multi-dom	223521	10	217	5.18694e-39	135.779	COG0444	DppD	C	 - 	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component [Amino acid transport and metabolism, Inorganic ion transport and metabolism]; ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component [Amino acid transport and metabolism / Inorganic ion transport and metabolism].
Q#1799 - >15749[]	multi-dom	226967	1	217	5.8973e-39	134.261	COG4608	AppF	C	 - 	ABC-type oligopeptide transport system, ATPase component [Amino acid transport and metabolism]; ABC-type oligopeptide transport system, ATPase component [Amino acid transport and metabolism].
Q#1799 - >15749[]	multi-dom	226635	2	229	4.29396e-38	131.495	COG4161	ArtP	 - 	 - 	ABC-type arginine transport system, ATPase component [Amino acid transport and metabolism]; ABC-type arginine transport system, ATPase component [Amino acid transport and metabolism].
Q#1799 - >15749[]	multi-dom	223488	18	217	5.04537e-38	131.54	COG0411	LivG	 - 	 - 	ABC-type branched-chain amino acid transport system, ATPase component [Amino acid transport and metabolism]; ABC-type branched-chain amino acid transport systems, ATPase component [Amino acid transport and metabolism].
Q#1799 - >15749[]	multi-dom	226961	19	216	2.22634e-37	129.85	COG4598	HisP	 - 	 - 	ABC-type histidine transport system, ATPase component [Amino acid transport and metabolism]; ABC-type histidine transport system, ATPase component [Amino acid transport and metabolism].
Q#1799 - >15749[]	multi-dom	224044	1	220	4.00543e-34	121.265	COG1119	ModF	 - 	 - 	ABC-type molybdenum transport system, ATPase component/photorepair protein PhrA [Inorganic ion transport and metabolism]; ABC-type molybdenum transport system, ATPase component/photorepair protein PhrA [Inorganic ion transport and metabolism].
Q#1799 - >15749[]	multi-dom	226620	19	211	1.07295e-33	119.167	COG4136	YnjD	 - 	 - 	ABC-type uncharacterized transport system YnjBCD, ATPase component [General function prediction only]; ABC-type uncharacterized transport system, ATPase component [General function prediction only].
Q#1799 - >15749[]	multi-dom	227320	2	223	1.10724e-33	125.52	COG4987	CydC	N	 - 	ABC-type transport system involved in cytochrome bd biosynthesis, fused ATPase and permease components [Energy production and conversion, Posttranslational modification, protein turnover, chaperones]; ABC-type transport system involved in cytochrome bd biosynthesis, fused ATPase and permease components [Energy production and conversion / Posttranslational modification, protein turnover, chaperones].
Q#1799 - >15749[]	multi-dom	226360	1	220	1.14304e-33	119.379	COG3840	ThiQ	 - 	 - 	ABC-type thiamine transport system, ATPase component [Coenzyme transport and metabolism]; ABC-type thiamine transport system, ATPase component [Coenzyme metabolism].
Q#1799 - >15749[]	multi-dom	224055	2	222	3.28916e-33	124.078	COG1132	MdlB	N	 - 	ABC-type multidrug transport system, ATPase and permease component [Defense mechanisms]; ABC-type multidrug transport system, ATPase and permease components [Defense mechanisms].
Q#1799 - >15749[]	multi-dom	227321	2	222	1.32002e-32	122.371	COG4988	CydD	N	 - 	ABC-type transport system involved in cytochrome bd biosynthesis, ATPase and permease components [Energy production and conversion, Posttranslational modification, protein turnover, chaperones]; ABC-type transport system involved in cytochrome bd biosynthesis, ATPase and permease components [Energy production and conversion / Posttranslational modification, protein turnover, chaperones].
Q#1799 - >15749[]	multi-dom	223562	1	218	2.01705e-30	116.196	COG0488	Uup	C	 - 	ATPase components of ABC transporters with duplicated ATPase domains [General function prediction only]; ATPase components of ABC transporters with duplicated ATPase domains [General function prediction only].
Q#1799 - >15749[]	multi-dom	226927	1	217	3.88971e-30	110.581	COG4555	NatA	 - 	 - 	ABC-type Na+ transport system, ATPase component NatA [Energy production and conversion, Inorganic ion transport and metabolism]; ABC-type Na+ transport system, ATPase component [Energy production and conversion / Inorganic ion transport and metabolism].
Q#1799 - >15749[]	multi-dom	226641	18	217	5.08277e-29	112.368	COG4172	YejF	N	 - 	ABC-type microcin C transport system, duplicated ATPase component YejF [Secondary metabolites biosynthesis, transport and catabolism]; ABC-type uncharacterized transport system, duplicated ATPase component [General function prediction only].
Q#1799 - >15749[]	multi-dom	226970	1	216	5.28065e-29	107.253	COG4619	FetA	 - 	 - 	ABC-type iron transport system FetAB, ATPase component [Inorganic ion transport and metabolism]; ABC-type uncharacterized transport system, ATPase component [General function prediction only].
Q#1799 - >15749[]	multi-dom	223487	1	217	2.61744e-28	105.629	COG0410	LivF	 - 	 - 	ABC-type branched-chain amino acid transport system, ATPase component [Amino acid transport and metabolism]; ABC-type branched-chain amino acid transport systems, ATPase component [Amino acid transport and metabolism].
Q#1799 - >15749[]	multi-dom	224026	2	219	6.22911e-28	105.485	COG1101	PhnK	 - 	 - 	ABC-type uncharacterized transport system, ATPase component  [General function prediction only]; ABC-type uncharacterized transport system, ATPase component [General function prediction only].
Q#1799 - >15749[]	multi-dom	226631	1	217	8.5991e-27	103.21	COG4152	YhaQ	C	 - 	ABC-type uncharacterized transport system, ATPase component  [General function prediction only]; ABC-type uncharacterized transport system, ATPase component [General function prediction only].
Q#1799 - >15749[]	multi-dom	226641	15	217	3.82263e-26	104.279	COG4172	YejF	C	 - 	ABC-type microcin C transport system, duplicated ATPase component YejF [Secondary metabolites biosynthesis, transport and catabolism]; ABC-type uncharacterized transport system, duplicated ATPase component [General function prediction only].
Q#1799 - >15749[]	multi-dom	226628	34	215	1.8322e-25	100.493	COG4148	ModC	C	 - 	ABC-type molybdate transport system, ATPase component [Inorganic ion transport and metabolism]; ABC-type molybdate transport system, ATPase component [Inorganic ion transport and metabolism].
Q#1799 - >15749[]	multi-dom	224060	1	223	5.75299e-25	96.8882	COG1137	LptB	 - 	 - 	ABC-type lipopolysaccharide export system, ATPase component [Cell wall/membrane/envelope biogenesis]; ABC-type (unclassified) transport system, ATPase component [General function prediction only].
Q#1799 - >15749[]	multi-dom	226364	2	217	6.7604e-25	100.312	COG3845	YufO	C	 - 	ABC-type uncharacterized transport system, ATPase component [General function prediction only]; ABC-type uncharacterized transport systems, ATPase components [General function prediction only].
Q#1799 - >15749[]	multi-dom	223562	1	212	1.34634e-24	99.6321	COG0488	Uup	N	 - 	ATPase components of ABC transporters with duplicated ATPase domains [General function prediction only]; ATPase components of ABC transporters with duplicated ATPase domains [General function prediction only].
Q#1799 - >15749[]	multi-dom	226969	14	202	3.57617e-24	98.5028	COG4618	ArpD	N	 - 	ABC-type protease/lipase transport system, ATPase and permease components  [Intracellular trafficking, secretion, and vesicular transport]; ABC-type protease/lipase transport system, ATPase and permease components [General function prediction only].
Q#1799 - >15749[]	multi-dom	227019	18	219	9.36272e-24	93.9389	COG4674	COG4674	 - 	 - 	ABC-type uncharacterized transport system, ATPase component  [General function prediction only]; Uncharacterized ABC-type transport system, ATPase component [General function prediction only].
Q#1799 - >15749[]	multi-dom	227118	1	211	9.78728e-23	90.9479	COG4778	PhnL	 - 	 - 	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL [Inorganic ion transport and metabolism]; ABC-type phosphonate transport system, ATPase component [Inorganic ion transport and metabolism].
Q#1799 - >15749[]	multi-dom	226963	1	221	1.62936e-22	90.8291	COG4604	CeuD	 - 	 - 	ABC-type enterochelin transport system, ATPase component  [Inorganic ion transport and metabolism]; ABC-type enterochelin transport system, ATPase component [Inorganic ion transport and metabolism].
Q#1799 - >15749[]	multi-dom	226929	1	221	1.69747e-22	90.8773	COG4559	COG4559	 - 	 - 	ABC-type hemin transport system, ATPase component  [Inorganic ion transport and metabolism]; ABC-type hemin transport system, ATPase component [Inorganic ion transport and metabolism].
Q#1799 - >15749[]	multi-dom	227590	2	222	5.42412e-21	89.3381	COG5265	ATM1	N	 - 	ABC-type transport system involved in Fe-S cluster assembly, permease and ATPase components  [Posttranslational modification, protein turnover, chaperones]; ABC-type transport system involved in Fe-S cluster assembly, permease and ATPase components [Posttranslational modification, protein turnover, chaperones].
Q#1799 - >15749[]	multi-dom	226617	16	196	1.44965e-20	84.6502	COG4133	CcmA	 - 	 - 	ABC-type transport system involved in cytochrome c biogenesis, ATPase component [Posttranslational modification, protein turnover, chaperones]; ABC-type transport system involved in cytochrome c biogenesis, ATPase component [Posttranslational modification, protein turnover, chaperones].
Q#1799 - >15749[]	multi-dom	226639	7	217	2.05986e-20	86.4359	COG4170	SapD	C	 - 	ABC-type antimicrobial peptide transport system, ATPase component [Defense mechanisms]; ABC-type antimicrobial peptide transport system, ATPase component [Defense mechanisms].
Q#1799 - >15749[]	multi-dom	226952	12	220	5.52737e-20	85.1282	COG4586	COG4586	C	 - 	ABC-type uncharacterized transport system, ATPase component  [General function prediction only]; ABC-type uncharacterized transport system, ATPase component [General function prediction only].
Q#1799 - >15749[]	multi-dom	226637	3	217	4.68824e-19	81.7919	COG4167	SapF	 - 	 - 	ABC-type antimicrobial peptide transport system, ATPase component [Defense mechanisms]; ABC-type antimicrobial peptide transport system, ATPase component [Defense mechanisms].
Q#1799 - >15749[]	multi-dom	224053	1	221	5.66097e-18	80.6329	COG1129	MglA	C	 - 	ABC-type sugar transport system, ATPase component [Carbohydrate transport and metabolism]; ABC-type sugar transport system, ATPase component [Carbohydrate transport and metabolism].
Q#1799 - >15749[]	multi-dom	225265	16	205	8.75778e-17	77.1894	COG2401	MK0520	N	 - 	ABC-type ATPase fused to a predicted acetyltransferase domain  [General function prediction only]; ABC-type ATPase fused to a predicted acetyltransferase domain [General function prediction only].
Q#1799 - >15749[]	multi-dom	226622	9	218	1.23945e-16	74.8835	COG4138	BtuD	 - 	 - 	ABC-type cobalamin transport system, ATPase component [Coenzyme transport and metabolism]; ABC-type cobalamin transport system, ATPase component [Coenzyme metabolism].
Q#1799 - >15749[]	multi-dom	226646	1	196	1.00054e-15	74.2683	COG4178	YddA	N	 - 	ABC-type uncharacterized transport system, permease and ATPase components [General function prediction only]; ABC-type uncharacterized transport system, permease and ATPase components [General function prediction only].
Q#1799 - >15749[]	multi-dom	226592	7	225	1.33954e-15	72.0929	COG4107	PhnK	 - 	 - 	ABC-type phosphonate transport system, ATPase component [Inorganic ion transport and metabolism]; ABC-type phosphonate transport system, ATPase component [Inorganic ion transport and metabolism].
Q#1799 - >15749[]	multi-dom	224057	1	220	1.41e-14	69.1815	COG1134	TagH	 - 	 - 	ABC-type polysaccharide/polyol phosphate transport system, ATPase component [Carbohydrate transport and metabolism, Cell wall/membrane/envelope biogenesis]; ABC-type polysaccharide/polyol phosphate transport system, ATPase component [Carbohydrate transport and metabolism / Cell envelope biogenesis, outer membrane].
Q#1799 - >15749[]	multi-dom	226968	22	217	1.03002e-13	68.2896	COG4615	PvdE	N	 - 	ABC-type siderophore export system, fused ATPase and permease components [Inorganic ion transport and metabolism]; ABC-type siderophore export system, fused ATPase and permease components [Secondary metabolites biosynthesis, transport, and catabolism / Inorganic ion transport and metabolism].
Q#1799 - >15749[]	multi-dom	224053	14	193	2.45708e-13	67.151	COG1129	MglA	N	 - 	ABC-type sugar transport system, ATPase component [Carbohydrate transport and metabolism]; ABC-type sugar transport system, ATPase component [Carbohydrate transport and metabolism].
Q#1799 - >15749[]	multi-dom	223473	19	199	1.56586e-11	60.67	COG0396	SufC	 - 	 - 	Fe-S cluster assembly ATPase SufC [Posttranslational modification, protein turnover, chaperones]; Cysteine desulfurase activator ATPase [Posttranslational modification, protein turnover, chaperones].
Q#1799 - >15749[]	multi-dom	224166	13	172	4.43381e-09	54.6108	COG1245	Rli1	N	 - 	Translation initiation factor RLI1, contains Fe-S and AAA+ ATPase domains [Translation, ribosomal structure and biogenesis]; Predicted ATPase, RNase L inhibitor (RLI) homolog [General function prediction only].
Q#1799 - >15749[]	multi-dom	226364	17	170	5.38846e-08	51.3915	COG3845	YufO	N	 - 	ABC-type uncharacterized transport system, ATPase component [General function prediction only]; ABC-type uncharacterized transport systems, ATPase components [General function prediction only].
